id,name,score1,score2
7909,student_7909,75,51
7910,student_7910,62,97
7911,student_7911,79,92
7912,student_7912,98,98
7913,student_7913,59,50
7914,student_7914,86,51
7915,student_7915,72,81
7916,student_7916,97,72
7917,student_7917,93,57
7918,student_7918,50,61
7919,student_7919,62,84
7920,student_7920,77,97
7921,student_7921,66,82
7922,student_7922,82,64
7923,student_7923,67,90
7924,student_7924,55,72
7925,student_7925,73,81
7926,student_7926,76,57
7927,student_7927,56,87
7928,student_7928,59,100
7929,student_7929,64,85
7930,student_7930,95,84
7931,student_7931,80,80
7932,student_7932,90,53
7933,student_7933,71,54
7934,student_7934,54,84
7935,student_7935,55,89
7936,student_7936,84,69
7937,student_7937,62,56
7938,student_7938,99,71
7939,student_7939,81,82
7940,student_7940,84,87
7941,student_7941,58,67
7942,student_7942,76,75
7943,student_7943,56,94
7944,student_7944,76,63
7945,student_7945,70,50
7946,student_7946,74,55
7947,student_7947,69,88
7948,student_7948,70,96
7949,student_7949,78,72
7950,student_7950,74,83
7951,student_7951,55,64
7952,student_7952,51,84
7953,student_7953,86,63
7954,student_7954,66,56
7955,student_7955,57,69
7956,student_7956,81,70
7957,student_7957,93,85
7958,student_7958,77,72
7959,student_7959,65,57
7960,student_7960,73,62
7961,student_7961,72,67
7962,student_7962,77,70
7963,student_7963,84,87
7964,student_7964,73,89
7965,student_7965,89,70
7966,student_7966,93,81
7967,student_7967,58,60
7968,student_7968,59,71
7969,student_7969,74,87
7970,student_7970,81,72
7971,student_7971,87,50
7972,student_7972,100,52
7973,student_7973,71,71
7974,student_7974,55,65
7975,student_7975,72,97
7976,student_7976,73,61
7977,student_7977,50,80
7978,student_7978,60,61
7979,student_7979,68,76
7980,student_7980,83,76
7981,student_7981,93,84
7982,student_7982,89,76
7983,student_7983,58,61
7984,student_7984,72,87
7985,student_7985,90,96
7986,student_7986,77,57
7987,student_7987,83,94
7988,student_7988,86,89
7989,student_7989,85,82
7990,student_7990,96,68
7991,student_7991,63,94
7992,student_7992,83,84
7993,student_7993,93,51
7994,student_7994,61,100
7995,student_7995,85,61
7996,student_7996,86,83
7997,student_7997,53,64
7998,student_7998,58,65
7999,student_7999,87,65
8000,student_8000,81,95
8001,student_8001,92,95
8002,student_8002,51,88
8003,student_8003,73,55
8004,student_8004,61,59
8005,student_8005,51,62
8006,student_8006,98,53
8007,student_8007,57,81
8008,student_8008,93,76
8009,student_8009,93,97
8010,student_8010,90,83
8011,student_8011,92,79
8012,student_8012,65,64
8013,student_8013,58,79
8014,student_8014,55,92
8015,student_8015,74,97
8016,student_8016,78,100
8017,student_8017,96,53
8018,student_8018,83,75
8019,student_8019,52,64
8020,student_8020,59,93
8021,student_8021,66,80
8022,student_8022,59,74
8023,student_8023,52,74
8024,student_8024,65,86
8025,student_8025,87,60
8026,student_8026,95,79
8027,student_8027,84,62
8028,student_8028,95,81
8029,student_8029,85,88
8030,student_8030,80,66
8031,student_8031,81,92
8032,student_8032,76,57
8033,student_8033,88,62
8034,student_8034,76,72
8035,student_8035,94,96
8036,student_8036,64,95
8037,student_8037,84,91
8038,student_8038,92,80
8039,student_8039,53,58
8040,student_8040,90,81
8041,student_8041,77,92
8042,student_8042,90,57
8043,student_8043,75,78
8044,student_8044,85,97
8045,student_8045,75,62
8046,student_8046,68,83
8047,student_8047,100,89
8048,student_8048,95,98
8049,student_8049,100,86
8050,student_8050,77,69
8051,student_8051,83,62
8052,student_8052,96,92
8053,student_8053,57,58
8054,student_8054,84,51
8055,student_8055,70,76
8056,student_8056,76,63
8057,student_8057,97,100
8058,student_8058,63,53
8059,student_8059,76,83
8060,student_8060,73,86
8061,student_8061,74,69
8062,student_8062,100,82
8063,student_8063,75,78
8064,student_8064,83,88
8065,student_8065,92,62
8066,student_8066,73,94
8067,student_8067,84,51
8068,student_8068,54,81
8069,student_8069,68,56
8070,student_8070,79,76
8071,student_8071,58,53
8072,student_8072,88,76
8073,student_8073,69,50
8074,student_8074,53,68
8075,student_8075,96,55
8076,student_8076,54,85
8077,student_8077,61,65
8078,student_8078,98,52
8079,student_8079,94,73
8080,student_8080,77,63
8081,student_8081,54,53
8082,student_8082,84,54
8083,student_8083,79,91
8084,student_8084,53,60
8085,student_8085,56,73
8086,student_8086,92,95
8087,student_8087,61,77
8088,student_8088,57,64
8089,student_8089,75,51
8090,student_8090,96,87
8091,student_8091,89,96
8092,student_8092,78,57
8093,student_8093,61,100
8094,student_8094,74,67
8095,student_8095,70,98
8096,student_8096,79,59
8097,student_8097,83,57
8098,student_8098,60,78
8099,student_8099,95,58
8100,student_8100,73,50
8101,student_8101,87,59
8102,student_8102,80,91
8103,student_8103,57,61
8104,student_8104,67,91
8105,student_8105,85,66
8106,student_8106,73,99
8107,student_8107,60,50
8108,student_8108,70,83
8109,student_8109,85,50
8110,student_8110,80,55
8111,student_8111,99,84
8112,student_8112,75,75
8113,student_8113,90,90
8114,student_8114,88,86
8115,student_8115,72,91
8116,student_8116,96,84
8117,student_8117,79,56
8118,student_8118,81,85
8119,student_8119,89,86
8120,student_8120,59,82
8121,student_8121,70,56
8122,student_8122,94,99
8123,student_8123,84,50
8124,student_8124,72,76
8125,student_8125,98,68
8126,student_8126,56,63
8127,student_8127,62,96
8128,student_8128,80,60
8129,student_8129,67,74
8130,student_8130,97,100
8131,student_8131,55,58
8132,student_8132,67,89
8133,student_8133,83,50
8134,student_8134,53,65
8135,student_8135,69,100
8136,student_8136,56,83
8137,student_8137,85,70
8138,student_8138,75,95
8139,student_8139,78,83
8140,student_8140,67,95
8141,student_8141,74,53
8142,student_8142,63,70
8143,student_8143,87,66
8144,student_8144,61,75
8145,student_8145,72,69
8146,student_8146,94,71
8147,student_8147,64,50
8148,student_8148,93,97
8149,student_8149,99,70
8150,student_8150,62,66
8151,student_8151,70,97
8152,student_8152,84,69
8153,student_8153,99,99
8154,student_8154,51,79
8155,student_8155,93,71
8156,student_8156,69,70
8157,student_8157,78,61
8158,student_8158,76,69
8159,student_8159,57,60
8160,student_8160,66,71
8161,student_8161,58,51
8162,student_8162,50,95
8163,student_8163,97,97
8164,student_8164,94,82
8165,student_8165,76,59
8166,student_8166,97,95
8167,student_8167,64,62
8168,student_8168,69,87
8169,student_8169,55,59
8170,student_8170,94,75
8171,student_8171,69,97
8172,student_8172,53,60
8173,student_8173,92,65
8174,student_8174,97,80
8175,student_8175,86,85
8176,student_8176,58,63
8177,student_8177,51,94
8178,student_8178,91,64
8179,student_8179,59,95
8180,student_8180,98,55
8181,student_8181,74,64
8182,student_8182,78,72
8183,student_8183,68,59
8184,student_8184,96,84
8185,student_8185,92,55
8186,student_8186,100,65
8187,student_8187,89,88
8188,student_8188,59,74
8189,student_8189,95,62
8190,student_8190,93,53
8191,student_8191,96,53
8192,student_8192,74,81
8193,student_8193,77,74
8194,student_8194,92,92
8195,student_8195,60,63
8196,student_8196,61,53
8197,student_8197,94,98
8198,student_8198,55,50
8199,student_8199,79,88
8200,student_8200,50,83
8201,student_8201,67,85
8202,student_8202,83,61
8203,student_8203,90,72
8204,student_8204,94,59
8205,student_8205,59,74
8206,student_8206,53,81
8207,student_8207,57,81
8208,student_8208,55,74
8209,student_8209,52,98
8210,student_8210,56,99
8211,student_8211,80,78
8212,student_8212,75,96
8213,student_8213,78,60
8214,student_8214,95,94
8215,student_8215,67,60
8216,student_8216,57,95
8217,student_8217,65,98
8218,student_8218,97,94
8219,student_8219,59,88
8220,student_8220,87,54
8221,student_8221,54,77
8222,student_8222,67,64
8223,student_8223,94,63
8224,student_8224,91,51
8225,student_8225,62,63
8226,student_8226,59,90
8227,student_8227,71,84
8228,student_8228,82,70
8229,student_8229,94,54
8230,student_8230,87,83
8231,student_8231,60,95
8232,student_8232,73,69
8233,student_8233,51,56
8234,student_8234,94,75
8235,student_8235,77,57
8236,student_8236,75,59
8237,student_8237,61,69
8238,student_8238,64,63
8239,student_8239,84,79
8240,student_8240,88,52
8241,student_8241,92,70
8242,student_8242,98,51
8243,student_8243,74,53
8244,student_8244,53,89
8245,student_8245,56,71
8246,student_8246,78,96
8247,student_8247,58,75
8248,student_8248,71,98
8249,student_8249,79,61
8250,student_8250,85,90
8251,student_8251,56,71
8252,student_8252,80,64
8253,student_8253,64,79
8254,student_8254,91,85
8255,student_8255,64,69
8256,student_8256,67,96
8257,student_8257,70,65
8258,student_8258,72,60
8259,student_8259,93,90
8260,student_8260,50,88
8261,student_8261,70,86
8262,student_8262,67,67
8263,student_8263,83,54
8264,student_8264,67,88
8265,student_8265,80,54
8266,student_8266,91,98
8267,student_8267,73,51
8268,student_8268,61,78
8269,student_8269,94,71
8270,student_8270,70,84
8271,student_8271,86,98
8272,student_8272,81,79
8273,student_8273,93,75
8274,student_8274,65,78
8275,student_8275,80,76
8276,student_8276,91,71
8277,student_8277,73,59
8278,student_8278,93,62
8279,student_8279,76,96
8280,student_8280,70,95
8281,student_8281,50,93
8282,student_8282,75,59
8283,student_8283,71,85
8284,student_8284,56,51
8285,student_8285,75,72
8286,student_8286,56,81
8287,student_8287,89,53
8288,student_8288,90,78
8289,student_8289,97,63
8290,student_8290,83,57
8291,student_8291,78,50
8292,student_8292,71,62
8293,student_8293,68,94
8294,student_8294,100,54
8295,student_8295,89,78
8296,student_8296,86,53
8297,student_8297,89,68
8298,student_8298,92,57
8299,student_8299,76,96
8300,student_8300,53,81
8301,student_8301,94,86
8302,student_8302,90,90
8303,student_8303,93,88
8304,student_8304,87,84
8305,student_8305,59,66
8306,student_8306,71,97
8307,student_8307,78,94
8308,student_8308,67,59
8309,student_8309,54,95
8310,student_8310,70,56
8311,student_8311,62,63
8312,student_8312,67,57
8313,student_8313,80,50
8314,student_8314,62,90
8315,student_8315,86,98
8316,student_8316,83,92
8317,student_8317,83,56
8318,student_8318,79,57
8319,student_8319,83,79
8320,student_8320,72,66
8321,student_8321,50,93
8322,student_8322,69,79
8323,student_8323,69,63
8324,student_8324,61,78
8325,student_8325,56,93
8326,student_8326,92,98
8327,student_8327,77,99
8328,student_8328,58,55
8329,student_8329,68,87
8330,student_8330,100,61
8331,student_8331,91,74
8332,student_8332,53,60
8333,student_8333,68,78
8334,student_8334,100,63
8335,student_8335,54,51
8336,student_8336,71,87
8337,student_8337,64,79
8338,student_8338,54,87
8339,student_8339,60,87
8340,student_8340,79,83
8341,student_8341,64,75
8342,student_8342,53,89
8343,student_8343,61,63
8344,student_8344,79,55
8345,student_8345,71,59
8346,student_8346,86,96
8347,student_8347,98,56
8348,student_8348,97,76
8349,student_8349,83,91
8350,student_8350,60,86
8351,student_8351,67,78
8352,student_8352,76,94
8353,student_8353,59,76
8354,student_8354,67,56
8355,student_8355,64,61
8356,student_8356,93,60
8357,student_8357,96,65
8358,student_8358,70,55
8359,student_8359,96,57
8360,student_8360,75,74
8361,student_8361,73,53
8362,student_8362,93,90
8363,student_8363,58,72
8364,student_8364,59,65
8365,student_8365,67,95
8366,student_8366,65,61
8367,student_8367,81,63
8368,student_8368,50,56
8369,student_8369,62,54
8370,student_8370,61,73
8371,student_8371,52,85
8372,student_8372,87,60
8373,student_8373,59,98
8374,student_8374,94,71
8375,student_8375,51,80
8376,student_8376,92,80
8377,student_8377,98,51
8378,student_8378,57,78
8379,student_8379,61,52
8380,student_8380,74,71
8381,student_8381,92,88
8382,student_8382,91,69
8383,student_8383,67,72
8384,student_8384,99,99
8385,student_8385,62,58
8386,student_8386,59,74
8387,student_8387,52,92
8388,student_8388,76,86
8389,student_8389,53,56
8390,student_8390,64,80
8391,student_8391,57,69
8392,student_8392,55,64
8393,student_8393,51,51
8394,student_8394,51,57
8395,student_8395,86,98
8396,student_8396,97,94
8397,student_8397,65,87
8398,student_8398,66,57
8399,student_8399,57,65
8400,student_8400,67,61
8401,student_8401,86,63
8402,student_8402,92,89
8403,student_8403,99,98
8404,student_8404,85,51
8405,student_8405,59,88
8406,student_8406,79,78
8407,student_8407,74,62
8408,student_8408,64,76
8409,student_8409,95,54
8410,student_8410,68,65
8411,student_8411,90,76
8412,student_8412,78,93
8413,student_8413,51,81
8414,student_8414,55,85
8415,student_8415,53,97
8416,student_8416,54,91
8417,student_8417,50,77
8418,student_8418,55,87
8419,student_8419,73,92
8420,student_8420,62,72
8421,student_8421,68,83
8422,student_8422,57,73
8423,student_8423,59,59
8424,student_8424,64,60
8425,student_8425,98,63
8426,student_8426,51,82
8427,student_8427,68,99
8428,student_8428,72,68
8429,student_8429,77,97
8430,student_8430,63,85
8431,student_8431,93,71
8432,student_8432,66,52
8433,student_8433,98,67
8434,student_8434,61,97
8435,student_8435,97,61
8436,student_8436,62,94
8437,student_8437,83,97
8438,student_8438,76,66
8439,student_8439,85,56
8440,student_8440,81,96
8441,student_8441,50,67
8442,student_8442,95,52
8443,student_8443,96,86
8444,student_8444,59,54
8445,student_8445,82,77
8446,student_8446,77,86
8447,student_8447,62,52
8448,student_8448,69,69
8449,student_8449,69,64
8450,student_8450,88,84
8451,student_8451,72,87
8452,student_8452,73,55
8453,student_8453,65,63
8454,student_8454,66,92
8455,student_8455,82,84
8456,student_8456,83,80
8457,student_8457,65,90
8458,student_8458,87,56
8459,student_8459,63,72
8460,student_8460,73,91
8461,student_8461,89,62
8462,student_8462,95,54
8463,student_8463,59,100
8464,student_8464,80,74
8465,student_8465,73,97
8466,student_8466,71,70
8467,student_8467,63,91
8468,student_8468,73,96
8469,student_8469,68,94
8470,student_8470,62,94
8471,student_8471,100,64
8472,student_8472,68,84
8473,student_8473,83,84
8474,student_8474,73,55
8475,student_8475,83,80
8476,student_8476,93,73
8477,student_8477,62,96
8478,student_8478,97,55
8479,student_8479,100,71
8480,student_8480,53,66
8481,student_8481,72,91
8482,student_8482,60,88
8483,student_8483,83,54
8484,student_8484,55,85
8485,student_8485,90,60
8486,student_8486,61,53
8487,student_8487,66,73
8488,student_8488,89,74
8489,student_8489,92,74
8490,student_8490,53,75
8491,student_8491,80,86
8492,student_8492,52,93
8493,student_8493,88,52
8494,student_8494,100,72
8495,student_8495,76,68
8496,student_8496,61,73
8497,student_8497,89,92
8498,student_8498,72,75
8499,student_8499,87,88
8500,student_8500,71,91
8501,student_8501,53,71
8502,student_8502,64,96
8503,student_8503,68,83
8504,student_8504,80,93
8505,student_8505,51,57
8506,student_8506,81,79
8507,student_8507,76,60
8508,student_8508,54,69
8509,student_8509,98,88
8510,student_8510,63,96
8511,student_8511,69,81
8512,student_8512,97,95
8513,student_8513,55,80
8514,student_8514,90,83
8515,student_8515,99,90
8516,student_8516,81,76
8517,student_8517,69,53
8518,student_8518,73,55
8519,student_8519,69,99
8520,student_8520,60,75
8521,student_8521,89,52
8522,student_8522,70,95
8523,student_8523,75,67
8524,student_8524,93,81
8525,student_8525,75,84
8526,student_8526,57,95
8527,student_8527,92,64
8528,student_8528,99,61
8529,student_8529,73,93
8530,student_8530,52,62
8531,student_8531,65,89
8532,student_8532,54,54
8533,student_8533,68,78
8534,student_8534,79,75
8535,student_8535,73,76
8536,student_8536,63,76
8537,student_8537,57,62
8538,student_8538,50,57
8539,student_8539,98,98
8540,student_8540,83,82
8541,student_8541,90,76
8542,student_8542,64,69
8543,student_8543,71,96
8544,student_8544,63,87
8545,student_8545,55,60
8546,student_8546,58,73
8547,student_8547,89,75
8548,student_8548,57,100
8549,student_8549,93,60
8550,student_8550,93,93
8551,student_8551,70,77
8552,student_8552,76,94
8553,student_8553,93,63
8554,student_8554,50,88
8555,student_8555,68,67
8556,student_8556,82,98
8557,student_8557,68,90
8558,student_8558,66,55
8559,student_8559,51,71
8560,student_8560,82,76
8561,student_8561,94,69
8562,student_8562,94,99
8563,student_8563,98,69
8564,student_8564,50,67
8565,student_8565,59,75
8566,student_8566,89,88
8567,student_8567,78,62
8568,student_8568,80,92
8569,student_8569,68,71
8570,student_8570,63,70
8571,student_8571,74,70
8572,student_8572,93,100
8573,student_8573,79,72
8574,student_8574,99,58
8575,student_8575,56,62
8576,student_8576,65,53
8577,student_8577,82,96
8578,student_8578,95,87
8579,student_8579,80,87
8580,student_8580,68,76
8581,student_8581,76,56
8582,student_8582,94,98
8583,student_8583,74,79
8584,student_8584,56,63
8585,student_8585,80,72
8586,student_8586,79,59
8587,student_8587,90,77
8588,student_8588,67,70
8589,student_8589,76,95
8590,student_8590,86,72
8591,student_8591,73,57
8592,student_8592,87,100
8593,student_8593,60,85
8594,student_8594,84,75
8595,student_8595,67,77
8596,student_8596,60,75
8597,student_8597,68,100
8598,student_8598,64,76
8599,student_8599,50,59
8600,student_8600,67,65
8601,student_8601,83,90
8602,student_8602,72,64
8603,student_8603,80,64
8604,student_8604,76,62
8605,student_8605,85,82
8606,student_8606,97,66
8607,student_8607,53,90
8608,student_8608,86,75
8609,student_8609,91,58
8610,student_8610,66,95
8611,student_8611,93,70
8612,student_8612,70,56
8613,student_8613,76,86
8614,student_8614,86,82
8615,student_8615,73,62
8616,student_8616,93,82
8617,student_8617,92,91
8618,student_8618,78,80
8619,student_8619,50,53
8620,student_8620,73,66
8621,student_8621,54,100
8622,student_8622,60,52
8623,student_8623,50,88
8624,student_8624,55,94
8625,student_8625,65,57
8626,student_8626,83,85
8627,student_8627,66,87
8628,student_8628,62,84
8629,student_8629,92,65
8630,student_8630,91,53
8631,student_8631,75,91
8632,student_8632,96,84
8633,student_8633,94,94
8634,student_8634,92,79
8635,student_8635,95,100
8636,student_8636,99,95
8637,student_8637,92,89
8638,student_8638,98,66
8639,student_8639,100,61
8640,student_8640,95,63
8641,student_8641,54,91
8642,student_8642,53,72
8643,student_8643,98,77
8644,student_8644,91,58
8645,student_8645,81,88
8646,student_8646,61,62
8647,student_8647,86,60
8648,student_8648,53,51
8649,student_8649,69,80
8650,student_8650,50,76
8651,student_8651,62,69
8652,student_8652,88,55
8653,student_8653,77,79
8654,student_8654,76,73
8655,student_8655,96,96
8656,student_8656,99,66
8657,student_8657,65,51
8658,student_8658,67,95
8659,student_8659,90,50
8660,student_8660,84,71
8661,student_8661,69,99
8662,student_8662,50,84
8663,student_8663,98,88
8664,student_8664,99,75
8665,student_8665,69,84
8666,student_8666,64,92
8667,student_8667,79,67
8668,student_8668,86,74
8669,student_8669,85,59
8670,student_8670,54,61
8671,student_8671,70,87
8672,student_8672,61,87
8673,student_8673,88,57
8674,student_8674,63,67
8675,student_8675,85,66
8676,student_8676,54,63
8677,student_8677,62,98
8678,student_8678,87,84
8679,student_8679,53,56
8680,student_8680,84,52
8681,student_8681,96,69
8682,student_8682,63,96
8683,student_8683,81,64
8684,student_8684,53,52
8685,student_8685,53,92
8686,student_8686,68,71
8687,student_8687,69,62
8688,student_8688,57,61
8689,student_8689,60,51
8690,student_8690,82,58
8691,student_8691,82,65
8692,student_8692,72,57
8693,student_8693,97,82
8694,student_8694,70,71
8695,student_8695,60,78
8696,student_8696,72,95
8697,student_8697,52,65
8698,student_8698,91,81
8699,student_8699,65,91
8700,student_8700,99,68
8701,student_8701,86,71
8702,student_8702,85,85
8703,student_8703,85,58
8704,student_8704,69,75
8705,student_8705,73,74
8706,student_8706,69,71
8707,student_8707,67,63
8708,student_8708,99,91
8709,student_8709,92,82
8710,student_8710,74,90
8711,student_8711,78,95
8712,student_8712,51,99
8713,student_8713,90,68
8714,student_8714,52,93
8715,student_8715,65,64
8716,student_8716,100,54
8717,student_8717,94,58
8718,student_8718,91,61
8719,student_8719,96,58
8720,student_8720,59,73
8721,student_8721,70,85
8722,student_8722,81,72
8723,student_8723,65,94
8724,student_8724,91,70
8725,student_8725,92,78
8726,student_8726,96,76
8727,student_8727,84,88
8728,student_8728,52,66
8729,student_8729,85,86
8730,student_8730,54,62
8731,student_8731,74,62
8732,student_8732,54,70
8733,student_8733,90,73
8734,student_8734,99,60
8735,student_8735,81,97
8736,student_8736,87,78
8737,student_8737,69,81
8738,student_8738,84,85
8739,student_8739,98,98
8740,student_8740,99,52
8741,student_8741,65,51
8742,student_8742,81,98
8743,student_8743,66,87
8744,student_8744,81,61
8745,student_8745,73,91
8746,student_8746,93,94
8747,student_8747,63,64
8748,student_8748,98,88
8749,student_8749,63,90
8750,student_8750,77,91
8751,student_8751,60,89
8752,student_8752,97,81
8753,student_8753,56,57
8754,student_8754,91,64
8755,student_8755,74,54
8756,student_8756,91,59
8757,student_8757,75,80
8758,student_8758,58,60
8759,student_8759,78,56
8760,student_8760,77,64
8761,student_8761,91,99
8762,student_8762,97,77
8763,student_8763,100,50
8764,student_8764,62,100
8765,student_8765,79,92
8766,student_8766,85,64
8767,student_8767,72,86
8768,student_8768,74,72
8769,student_8769,66,68
8770,student_8770,97,59
8771,student_8771,90,50
8772,student_8772,92,70
8773,student_8773,60,76
8774,student_8774,71,89
8775,student_8775,63,70
8776,student_8776,62,86
8777,student_8777,68,60
8778,student_8778,50,77
8779,student_8779,50,91
8780,student_8780,53,92
8781,student_8781,100,52
8782,student_8782,88,77
8783,student_8783,100,77
8784,student_8784,58,72
8785,student_8785,82,93
8786,student_8786,99,67
8787,student_8787,83,77
8788,student_8788,79,74
8789,student_8789,78,79
8790,student_8790,66,94
8791,student_8791,72,96
8792,student_8792,59,76
8793,student_8793,53,92
8794,student_8794,55,60
8795,student_8795,68,62
8796,student_8796,80,88
8797,student_8797,99,79
8798,student_8798,88,51
8799,student_8799,87,72
8800,student_8800,94,65
8801,student_8801,79,91
8802,student_8802,72,75
8803,student_8803,91,55
8804,student_8804,59,78
8805,student_8805,61,70
8806,student_8806,68,66
8807,student_8807,51,91
8808,student_8808,93,76
8809,student_8809,98,75
8810,student_8810,56,82
8811,student_8811,81,100
8812,student_8812,80,88
8813,student_8813,97,84
8814,student_8814,78,92
8815,student_8815,89,55
8816,student_8816,93,67
8817,student_8817,79,84
8818,student_8818,94,64
8819,student_8819,84,95
8820,student_8820,69,97
8821,student_8821,61,60
8822,student_8822,65,66
8823,student_8823,51,76
8824,student_8824,56,70
8825,student_8825,51,52
8826,student_8826,64,83
8827,student_8827,62,62
8828,student_8828,85,89
8829,student_8829,88,56
8830,student_8830,64,88
8831,student_8831,88,97
8832,student_8832,65,81
8833,student_8833,72,93
8834,student_8834,66,87
8835,student_8835,64,51
8836,student_8836,60,59
8837,student_8837,70,82
8838,student_8838,65,60
8839,student_8839,96,54
8840,student_8840,51,88
8841,student_8841,65,95
8842,student_8842,74,60
8843,student_8843,100,89
8844,student_8844,94,98
8845,student_8845,59,88
8846,student_8846,59,99
8847,student_8847,85,63
8848,student_8848,84,50
8849,student_8849,67,81
8850,student_8850,67,100
8851,student_8851,74,64
8852,student_8852,77,88
8853,student_8853,68,78
8854,student_8854,67,98
8855,student_8855,86,69
8856,student_8856,82,64
8857,student_8857,80,60
8858,student_8858,91,86
8859,student_8859,63,74
8860,student_8860,83,57
8861,student_8861,92,72
8862,student_8862,87,59
8863,student_8863,59,96
8864,student_8864,82,77
8865,student_8865,95,98
8866,student_8866,61,74
8867,student_8867,59,86
8868,student_8868,87,74
8869,student_8869,62,73
8870,student_8870,84,63
8871,student_8871,74,100
8872,student_8872,99,86
8873,student_8873,57,62
8874,student_8874,93,77
8875,student_8875,60,96
8876,student_8876,93,89
8877,student_8877,90,57
8878,student_8878,80,54
8879,student_8879,85,82
8880,student_8880,65,60
8881,student_8881,94,63
8882,student_8882,81,52
8883,student_8883,89,64
8884,student_8884,89,61
8885,student_8885,75,74
8886,student_8886,96,89
8887,student_8887,91,88
8888,student_8888,60,79
8889,student_8889,96,51
8890,student_8890,53,72
8891,student_8891,63,92
8892,student_8892,51,97
8893,student_8893,74,80
8894,student_8894,64,96
8895,student_8895,84,85
8896,student_8896,78,93
8897,student_8897,60,58
8898,student_8898,54,88
8899,student_8899,91,63
8900,student_8900,57,72
8901,student_8901,98,92
8902,student_8902,59,52
8903,student_8903,69,65
8904,student_8904,54,60
8905,student_8905,100,65
8906,student_8906,75,59
8907,student_8907,78,71
8908,student_8908,56,57
8909,student_8909,59,99
8910,student_8910,85,52
8911,student_8911,76,64
8912,student_8912,82,84
8913,student_8913,71,80
8914,student_8914,76,75
8915,student_8915,51,95
8916,student_8916,92,87
8917,student_8917,84,69
8918,student_8918,89,58
8919,student_8919,68,86
8920,student_8920,66,54
8921,student_8921,73,74
8922,student_8922,92,54
8923,student_8923,91,95
8924,student_8924,77,85
8925,student_8925,70,65
8926,student_8926,66,80
8927,student_8927,80,52
8928,student_8928,66,56
8929,student_8929,62,59
8930,student_8930,62,64
8931,student_8931,58,89
8932,student_8932,56,92
8933,student_8933,54,69
8934,student_8934,88,94
8935,student_8935,58,83
8936,student_8936,71,81
8937,student_8937,88,90
8938,student_8938,99,89
8939,student_8939,90,68
8940,student_8940,57,64
8941,student_8941,75,94
8942,student_8942,82,66
8943,student_8943,81,58
8944,student_8944,77,54
8945,student_8945,51,88
8946,student_8946,76,67
8947,student_8947,70,52
8948,student_8948,85,75
8949,student_8949,77,92
8950,student_8950,52,94
8951,student_8951,86,99
8952,student_8952,66,78
8953,student_8953,55,80
8954,student_8954,54,59
8955,student_8955,65,100
8956,student_8956,97,99
8957,student_8957,79,52
8958,student_8958,71,73
8959,student_8959,63,56
8960,student_8960,98,66
8961,student_8961,82,76
8962,student_8962,79,91
8963,student_8963,56,74
8964,student_8964,87,80
8965,student_8965,54,82
8966,student_8966,80,76
8967,student_8967,65,58
8968,student_8968,71,89
8969,student_8969,64,84
8970,student_8970,90,58
8971,student_8971,54,71
8972,student_8972,52,74
8973,student_8973,83,64
8974,student_8974,52,73
8975,student_8975,83,90
8976,student_8976,70,69
8977,student_8977,65,84
8978,student_8978,80,84
8979,student_8979,86,81
8980,student_8980,54,90
8981,student_8981,95,50
8982,student_8982,74,76
8983,student_8983,96,61
8984,student_8984,72,88
8985,student_8985,65,65
8986,student_8986,66,83
8987,student_8987,74,82
8988,student_8988,57,91
8989,student_8989,96,50
8990,student_8990,64,71
8991,student_8991,83,55
8992,student_8992,92,80
8993,student_8993,78,65
8994,student_8994,85,84
8995,student_8995,85,90
8996,student_8996,73,68
8997,student_8997,63,63
8998,student_8998,99,59
8999,student_8999,97,94
9000,student_9000,74,57
9001,student_9001,99,76
9002,student_9002,97,98
9003,student_9003,93,65
9004,student_9004,50,82
9005,student_9005,57,50
9006,student_9006,63,94
9007,student_9007,53,94
9008,student_9008,62,68
9009,student_9009,62,63
9010,student_9010,66,92
9011,student_9011,98,90
9012,student_9012,87,96
9013,student_9013,65,63
9014,student_9014,90,68
9015,student_9015,56,51
9016,student_9016,72,92
9017,student_9017,95,73
9018,student_9018,66,73
9019,student_9019,77,61
9020,student_9020,81,89
9021,student_9021,55,86
9022,student_9022,67,75
9023,student_9023,69,84
9024,student_9024,94,81
9025,student_9025,68,83
9026,student_9026,79,86
9027,student_9027,65,64
9028,student_9028,68,51
9029,student_9029,67,95
9030,student_9030,85,64
9031,student_9031,95,59
9032,student_9032,69,63
9033,student_9033,69,72
9034,student_9034,81,89
9035,student_9035,54,52
9036,student_9036,60,57
9037,student_9037,95,53
9038,student_9038,85,89
9039,student_9039,95,57
9040,student_9040,85,69
9041,student_9041,58,51
9042,student_9042,66,60
9043,student_9043,96,51
9044,student_9044,73,94
9045,student_9045,71,60
9046,student_9046,52,51
9047,student_9047,66,76
9048,student_9048,93,50
9049,student_9049,50,90
9050,student_9050,64,60
9051,student_9051,56,72
9052,student_9052,78,83
9053,student_9053,98,63
9054,student_9054,87,73
9055,student_9055,68,99
9056,student_9056,90,99
9057,student_9057,77,51
9058,student_9058,89,92
9059,student_9059,75,96
9060,student_9060,65,94
9061,student_9061,94,50
9062,student_9062,57,94
9063,student_9063,68,66
9064,student_9064,93,64
9065,student_9065,96,52
9066,student_9066,98,76
9067,student_9067,62,68
9068,student_9068,87,67
9069,student_9069,92,89
9070,student_9070,75,85
9071,student_9071,96,90
9072,student_9072,93,96
9073,student_9073,61,74
